age_group,discipline,rank,player,total_pts,counted,total,top4_detail
U19,BD,2,Zicheng Xu,38500,3,3,Junior_Nationals 1-1(20000) | Synergy_NorCal_ORC 1-1(10000) | Arena_SoCal_ORC 3-3(8500)
U19,BD,3,Ethan Ao,38250,4,6,Junior_Nationals 5-5(15000) | LIBC_NE_ORC 3-3(8500) | DFW_South_ORC 3-3(8500) | Bellevue_NW_ORC 5-8(6250)
U19,BD,4,Justin Xia,38000,4,4,Junior_Nationals 3-3(17000) | Synergy_NorCal_ORC 3-3(8500) | SPBA_Midwest_ORC 5-8(6250) | Arena_SoCal_ORC 5-8(6250)
U19,BD,5,Adhyaan Balaji,37800,4,6,Junior_Nationals 1-1(10800) | SPBA_Midwest_ORC 1-1(10000) | LIBC_NE_ORC 2-2(9000) | Synergy_NorCal_ORC 4-4(8000)
U19,BD,6,Ansen Liu,37500,4,6,Junior_Nationals 4-4(16000) | SPBA_Midwest_ORC 2-2(9000) | Arena_SoCal_ORC 5-8(6250) | DFW_South_ORC 5-8(6250)
U19,BD,7,Suraj Rajesh Kumar,34000,4,4,Bellevue_NW_ORC 1-1(10000) | SPBA_Midwest_ORC 1-1(10000) | DFW_South_ORC 1-1(10000) | Synergy_NorCal_ORC 9-16(4000)
U19,BD,8,Alex Anlai Song,33750,4,4,Junior_Nationals 5-5(15000) | DFW_South_ORC 3-3(8500) | Bellevue_NW_ORC 5-8(6250) | Arena_SoCal_ORC 9-16(4000)
U19,BD,9,Darsh Jain,33500,3,3,Junior_Nationals 4-4(16000) | Arena_SoCal_ORC 2-2(9000) | SPBA_Midwest_ORC 3-3(8500)
U19,BD,10,Noah Chien,31000,4,4,LIBC_NE_ORC 1-1(10000) | Synergy_NorCal_ORC 2-2(9000) | DFW_South_ORC 2-2(9000) | NE_MassBad_OLC 1-1(3000)
U19,BD,11,Daniel Seungchan Park,29050,4,4,Junior_Nationals 1-1(10800) | Synergy_NorCal_ORC 4-4(8000) | Bellevue_NW_ORC 5-8(6250) | Arena_SoCal_ORC 9-16(4000)
U19,BD,12,Jaden Ke Hong Chen,29000,2,2,Junior_Nationals 1-1(20000) | Arena_SoCal_ORC 2-2(9000)
U19,BD,13,Hudson Abidin,28250,4,6,Junior_Nationals 9-12(9000) | SPBA_Midwest_ORC 2-2(9000) | DFW_South_ORC 5-8(6250) | Synergy_NorCal_ORC 9-16(4000)
U19,BD,14,Afraz Muhammed Baig,25800,4,4,Junior_Nationals 9-12(9000) | SPBA_Midwest_ORC 4-4(8000) | LIBC_NE_ORC 5-8(6250) | Austin_South_CRC 3-3(2550)
U19,BD,15,Vaughn Zhao,24000,3,3,Bellevue_NW_ORC 1-1(10000) | DFW_South_ORC 1-1(10000) | Synergy_NorCal_ORC 9-16(4000)
U19,BD,16,Pradyun Gowda,23970,4,6,Junior_Nationals 2-2(9720) | Arena_SoCal_ORC 5-8(6250) | Synergy_NorCal_ORC 9-16(4000) | DFW_South_ORC 9-16(4000)
U19,BD,17,Mihir Thaha,23970,4,6,Junior_Nationals 2-2(9720) | Arena_SoCal_ORC 5-8(6250) | Synergy_NorCal_ORC 9-16(4000) | DFW_South_ORC 9-16(4000)
U19,BD,18,Caden Wang,23500,3,3,Junior_Nationals 7-8(11000) | Synergy_NorCal_ORC 3-3(8500) | Arena_SoCal_ORC 9-16(4000)
U19,BD,19,Kevin Zhao,23500,3,3,Junior_Nationals 7-8(11000) | LIBC_NE_ORC 5-8(6250) | SPBA_Midwest_ORC 5-8(6250)
U19,BD,20,Vivek Rai,22890,3,3,Junior_Nationals 4-4(8640) | Arena_SoCal_ORC 4-4(8000) | DFW_South_ORC 5-8(6250)
U19,BD,21,Prajwal Avadhani,22250,4,4,Junior_Nationals 5-5(8100) | DFW_South_ORC 5-8(6250) | Synergy_NorCal_ORC 1-1(5400) | Arena_SoCal_ORC 17-32(2500)
U19,BD,22,Micah Wei,22090,4,6,Junior_Nationals 3-3(9180) | Bellevue_NW_ORC 3-3(4590) | LIBC_NE_ORC 4-4(4320) | DFW_South_ORC 9-16(4000)
U19,BD,23,Zhengyue Xiong,21500,2,2,Junior_Nationals 6-6(13000) | SPBA_Midwest_ORC 3-3(8500)
U19,BD,24,William Zeng,21500,3,3,Junior_Nationals 9-12(9000) | LIBC_NE_ORC 5-8(6250) | SPBA_Midwest_ORC 5-8(6250)
U19,BD,25,Yihao Zeng,21500,3,3,Junior_Nationals 9-12(9000) | LIBC_NE_ORC 5-8(6250) | SPBA_Midwest_ORC 5-8(6250)
U19,BD,26,Raymond Haiwen Song,19930,4,5,Junior_Nationals 3-3(9180) | Bellevue_NW_ORC 3-3(4590) | Arena_SoCal_ORC 9-16(4000) | SPBA_Midwest_ORC 9-16(2160)
U19,BD,27,Nihal Kadamba,19250,3,3,Bellevue_NW_ORC 2-2(9000) | DFW_South_ORC 5-8(6250) | Synergy_NorCal_ORC 9-16(4000)
U19,BD,28,Akshay Jalwadi,19040,4,4,Junior_Nationals 4-4(8640) | Arena_SoCal_ORC 9-16(4000) | DFW_South_ORC 9-16(4000) | Austin_South_CRC 4-4(2400)
U19,BD,29,Oliver Lien Strayer,19000,3,3,Bellevue_NW_ORC 4-4(8000) | Junior_Nationals 13-16(7000) | Synergy_NorCal_ORC 9-16(4000)
U19,BD,30,Mitchell Purnomo,19000,3,3,Junior_Nationals 7-8(11000) | Bellevue_NW_ORC 9-16(4000) | SPBA_Midwest_ORC 9-16(4000)
U19,BD,31,Jun Heng Lai,18500,2,2,Synergy_NorCal_ORC 1-1(10000) | Arena_SoCal_ORC 3-3(8500)
U19,BD,32,Aagnaey Gulla Pulijal,18440,3,3,Synergy_NorCal_ORC 5-8(6250) | Arena_SoCal_ORC 5-8(6250) | Junior_Nationals 7-8(5940)
U19,GD,1,Charity Lam,47500,4,5,Junior_Nationals 1-1(20000) | DFW_South_ORC 1-1(10000) | SPBA_Midwest_ORC 2-2(9000) | Arena_SoCal_ORC 3-3(8500)
U19,GD,2,Jennifer Xu,41250,4,4,Junior_Nationals 3-3(17000) | SPBA_Midwest_ORC 1-1(10000) | DFW_South_ORC 4-4(8000) | Arena_SoCal_ORC 5-8(6250)
U19,GD,3,Riya Suresh,38750,4,4,Junior_Nationals 5-5(15000) | DFW_South_ORC 2-2(9000) | SPBA_Midwest_ORC 3-3(8500) | Arena_SoCal_ORC 5-8(6250)
U19,GD,4,Yuxuan Zeng,38750,4,4,Junior_Nationals 5-5(15000) | DFW_South_ORC 2-2(9000) | SPBA_Midwest_ORC 3-3(8500) | Arena_SoCal_ORC 5-8(6250)
U19,GD,5,Lydia Chao,38500,3,3,Junior_Nationals 1-1(20000) | DFW_South_ORC 1-1(10000) | Arena_SoCal_ORC 3-3(8500)
U19,GD,6,Cassidy Yeh,38000,3,3,Junior_Nationals 2-2(18000) | Synergy_NorCal_ORC 1-1(10000) | Arena_SoCal_ORC 1-1(10000)
U19,GD,7,Sophia Wu,33250,3,3,Junior_Nationals 3-3(17000) | SPBA_Midwest_ORC 1-1(10000) | Arena_SoCal_ORC 5-8(6250)
U19,GD,8,Sasha Suman,31300,4,4,Junior_Nationals 1-1(10800) | Synergy_NorCal_ORC 4-4(8000) | Arena_SoCal_ORC 5-8(6250) | DFW_South_ORC 5-8(6250)
U19,GD,9,Yalan Zhu,31300,4,4,Junior_Nationals 1-1(10800) | Synergy_NorCal_ORC 4-4(8000) | Arena_SoCal_ORC 5-8(6250) | DFW_South_ORC 5-8(6250)
U19,GD,10,Meghana Nishant,27610,4,5,Synergy_NorCal_ORC 3-3(8500) | Arena_SoCal_ORC 4-4(8000) | DFW_South_ORC 5-8(6250) | Junior_Nationals 9-12(4860)
U19,GD,11,Daby Huang,26940,4,7,Junior_Nationals 5-5(8100) | Arena_SoCal_ORC 4-4(8000) | DFW_South_ORC 5-8(6250) | Bellevue_NW_ORC 3-3(4590)
U19,GD,12,Suneri Krishna Chinthalapati,25750,3,3,Junior_Nationals 7-8(11000) | DFW_South_ORC 3-3(8500) | Synergy_NorCal_ORC 5-8(6250)
U19,GD,13,Anvita Jamsandekar,25250,3,3,Junior_Nationals 7-8(11000) | SPBA_Midwest_ORC 4-4(8000) | Synergy_NorCal_ORC 5-8(6250)
U19,GD,14,Callie Chen,25250,4,4,Junior_Nationals 7-8(11000) | SPBA_Midwest_ORC 5-8(6250) | Synergy_NorCal_ORC 9-16(4000) | Arena_SoCal_ORC 9-16(4000)
U19,GD,15,Coco Cenke Tao,25000,2,2,Junior_Nationals 4-4(16000) | SPBA_Midwest_ORC 2-2(9000)
U19,GD,16,Radhika Birur,22125,4,6,Synergy_NorCal_ORC 3-3(8500) | DFW_South_ORC 5-8(6250) | Arena_SoCal_ORC 9-16(4000) | SPBA_Midwest_ORC 5-8(3375)
U19,GD,17,Lydia Ng,21500,3,3,Junior_Nationals 9-12(9000) | DFW_South_ORC 3-3(8500) | Synergy_NorCal_ORC 9-16(4000)
U19,GD,18,Jocelyn (Youran) Zhang,21000,4,4,Junior_Nationals 9-12(9000) | SPBA_Midwest_ORC 9-16(4000) | Arena_SoCal_ORC 9-16(4000) | DFW_South_ORC 9-16(4000)
U19,GD,19,Zimeng Zhou,21000,4,5,Junior_Nationals 9-12(9000) | SPBA_Midwest_ORC 9-16(4000) | Synergy_NorCal_ORC 9-16(4000) | Arena_SoCal_ORC 9-16(4000)
U19,GD,20,Kamalini Packiyaraj,20590,2,2,Junior_Nationals 4-4(16000) | SPBA_Midwest_ORC 3-3(4590)
U19,GD,21,Zoey Enqi Tan,20000,2,2,Synergy_NorCal_ORC 1-1(10000) | Arena_SoCal_ORC 1-1(10000)
U19,GD,22,Savannah Kam,19970,4,6,DFW_South_ORC 5-8(6250) | Junior_Nationals 9-12(4860) | SPBA_Midwest_ORC 2-2(4860) | Arena_SoCal_ORC 9-16(4000)
U19,GD,23,Tanushri Thokala,19250,2,2,Junior_Nationals 6-6(13000) | SPBA_Midwest_ORC 5-8(6250)
U19,GD,24,Manaskriti Sista,19000,3,3,Junior_Nationals 7-8(11000) | Synergy_NorCal_ORC 9-16(4000) | DFW_South_ORC 9-16(4000)
U19,GD,25,Sydney Li,18000,1,1,Junior_Nationals 2-2(18000)
U19,GD,26,Sanjanaa Shyam,17320,2,2,Junior_Nationals 6-6(13000) | SPBA_Midwest_ORC 4-4(4320)
U19,GD,27,Angela Ye,15250,2,2,Synergy_NorCal_ORC 2-2(9000) | Arena_SoCal_ORC 5-8(6250)
U19,GD,28,Sophia Jia,15250,2,2,Arena_SoCal_ORC 2-2(9000) | Synergy_NorCal_ORC 5-8(6250)
U19,GD,29,Kriti Vasireddy,14890,3,3,Junior_Nationals 6-6(7020) | Synergy_NorCal_ORC 5-8(6250) | ABC_OLC 1-1(1620)
U19,GD,30,Angelina Lin Wu,14890,3,3,Junior_Nationals 6-6(7020) | Synergy_NorCal_ORC 5-8(6250) | ABC_OLC 1-1(1620)
U19,GD,31,Xinyan Zeng,14250,2,2,DFW_South_ORC 4-4(8000) | Synergy_NorCal_ORC 5-8(6250)
U19,GD,32,Rithika Thatipatri,13706,4,4,DFW_South_ORC 5-8(6250) | Arena_SoCal_ORC 9-16(4000) | LIBC_NE_ORC 9-16(2160) | NE_MassBad_OLC 4-4(1296)
U19,XD,1,Sydney Li,44000,4,4,Junior_Nationals 3-3(17000) | Arena_SoCal_ORC 1-1(10000) | Bellevue_NW_ORC 2-2(9000) | Synergy_NorCal_ORC 4-4(8000)
U19,XD,2,Justin Xia,44000,4,4,Junior_Nationals 2-2(18000) | Synergy_NorCal_ORC 2-2(9000) | SPBA_Midwest_ORC 3-3(8500) | Arena_SoCal_ORC 3-3(8500)
U19,XD,3,Sophia Wu,42000,4,5,Junior_Nationals 6-6(13000) | LIBC_NE_ORC 1-1(10000) | SPBA_Midwest_ORC 1-1(10000) | Arena_SoCal_ORC 2-2(9000)
U19,XD,4,Evan Liu,42000,4,4,Junior_Nationals 6-6(13000) | LIBC_NE_ORC 1-1(10000) | SPBA_Midwest_ORC 1-1(10000) | Arena_SoCal_ORC 2-2(9000)
U19,XD,5,Charity Lam,41000,4,6,Junior_Nationals 5-5(15000) | SPBA_Midwest_ORC 2-2(9000) | Synergy_NorCal_ORC 3-3(8500) | DFW_South_ORC 3-3(8500)
U19,XD,6,Ansen Liu,38250,4,5,Junior_Nationals 5-5(15000) | Synergy_NorCal_ORC 3-3(8500) | DFW_South_ORC 3-3(8500) | Arena_SoCal_ORC 5-8(6250)
U19,XD,7,Cassidy Yeh,37500,3,3,Junior_Nationals 1-1(20000) | Synergy_NorCal_ORC 2-2(9000) | Arena_SoCal_ORC 3-3(8500)
U19,XD,8,Zicheng Xu,36250,3,3,Junior_Nationals 1-1(20000) | Synergy_NorCal_ORC 1-1(10000) | Arena_SoCal_ORC 5-8(6250)
U19,XD,9,Jennifer Xu,35500,4,5,Bellevue_NW_ORC 1-1(10000) | Junior_Nationals 9-12(9000) | SPBA_Midwest_ORC 3-3(8500) | Arena_SoCal_ORC 4-4(8000)
U19,XD,10,Coco Cenke Tao,32250,3,3,Junior_Nationals 2-2(18000) | Bellevue_NW_ORC 4-4(8000) | SPBA_Midwest_ORC 5-8(6250)
U19,XD,11,Yuxuan Zeng,30250,4,6,Junior_Nationals 7-8(11000) | LIBC_NE_ORC 2-2(9000) | DFW_South_ORC 5-8(6250) | SPBA_Midwest_ORC 9-16(4000)
U19,XD,12,Lydia Chao,29140,4,4,Junior_Nationals 4-4(8640) | LIBC_NE_ORC 3-3(8500) | DFW_South_ORC 4-4(8000) | Arena_SoCal_ORC 9-16(4000)
U19,XD,13,Anvita Jamsandekar,28750,4,4,Junior_Nationals 4-4(16000) | Bellevue_NW_ORC 5-8(6250) | Synergy_NorCal_ORC 9-16(4000) | SPBA_Midwest_ORC 17-32(2500)
U19,XD,14,Adhyaan Balaji,28250,4,5,Junior_Nationals 7-8(11000) | LIBC_NE_ORC 3-3(8500) | Synergy_NorCal_ORC 5-8(6250) | Arena_SoCal_ORC 17-32(2500)
U19,XD,15,Suraj Rajesh Kumar,28000,4,4,SPBA_Midwest_ORC 2-2(9000) | Bellevue_NW_ORC 3-3(8500) | Arena_SoCal_ORC 4-4(8000) | Synergy_NorCal_ORC 17-32(2500)
U19,XD,16,Zimeng Zhou,27750,4,6,Junior_Nationals 9-12(9000) | Bellevue_NW_ORC 5-8(6250) | SPBA_Midwest_ORC 5-8(6250) | DFW_South_ORC 5-8(6250)
U19,XD,17,Mihir Thaha,25680,4,5,Junior_Nationals 3-3(9180) | Bellevue_NW_ORC 5-8(6250) | Synergy_NorCal_ORC 5-8(6250) | DFW_South_ORC 9-16(4000)
U19,XD,18,Meghana Nishant,25680,4,5,Junior_Nationals 3-3(9180) | Bellevue_NW_ORC 5-8(6250) | Synergy_NorCal_ORC 5-8(6250) | DFW_South_ORC 9-16(4000)
U19,XD,19,Alex Anlai Song,25500,4,4,Junior_Nationals 9-12(9000) | Bellevue_NW_ORC 5-8(6250) | DFW_South_ORC 5-8(6250) | Arena_SoCal_ORC 9-16(4000)
U19,XD,20,Vivek Rai,25050,4,5,Junior_Nationals 1-1(10800) | Synergy_NorCal_ORC 5-8(6250) | Arena_SoCal_ORC 9-16(4000) | DFW_South_ORC 9-16(4000)
U19,XD,21,Sasha Suman,25050,4,4,Junior_Nationals 1-1(10800) | Synergy_NorCal_ORC 5-8(6250) | Arena_SoCal_ORC 9-16(4000) | DFW_South_ORC 9-16(4000)
U19,XD,22,Mitchell Purnomo,24750,3,3,Junior_Nationals 4-4(16000) | Bellevue_NW_ORC 5-8(6250) | SPBA_Midwest_ORC 17-32(2500)
U19,XD,23,Savannah Kam,24610,4,6,DFW_South_ORC 2-2(9000) | Junior_Nationals 6-6(7020) | Bellevue_NW_ORC 3-3(4590) | Arena_SoCal_ORC 9-16(4000)
U19,XD,24,Napat Srisalaipaisal,24500,4,4,Bellevue_NW_ORC 4-4(8000) | SPBA_Midwest_ORC 5-8(6250) | DFW_South_ORC 5-8(6250) | Synergy_NorCal_ORC 9-16(4000)
U19,XD,25,Ethan Ao,23500,4,4,Junior_Nationals 9-12(9000) | LIBC_NE_ORC 4-4(8000) | Arena_SoCal_ORC 9-16(4000) | DFW_South_ORC 17-32(2500)
U19,XD,26,Callie Chen,21000,4,5,Junior_Nationals 9-12(9000) | Bellevue_NW_ORC 9-16(4000) | SPBA_Midwest_ORC 9-16(4000) | Synergy_NorCal_ORC 9-16(4000)
U19,XD,27,Zhenxiang Deng,19500,3,3,LIBC_NE_ORC 2-2(9000) | DFW_South_ORC 4-4(8000) | Arena_SoCal_ORC 17-32(2500)
U19,XD,28,Caden Wang,19000,3,3,Junior_Nationals 7-8(11000) | Synergy_NorCal_ORC 9-16(4000) | Arena_SoCal_ORC 9-16(4000)
U19,XD,29,Raymond Haiwen Song,18985,4,6,Junior_Nationals 6-6(7020) | Bellevue_NW_ORC 3-3(4590) | Arena_SoCal_ORC 9-16(4000) | SPBA_Midwest_ORC 5-8(3375)
U19,XD,30,Jun Heng Lai,18000,2,2,Arena_SoCal_ORC 1-1(10000) | Synergy_NorCal_ORC 4-4(8000)
U19,XD,31,Jaden Ke Hong Chen,17000,1,1,Junior_Nationals 3-3(17000)
U19,XD,32,Adalyn Shum,16775,4,4,LIBC_NE_ORC 4-4(8000) | Bellevue_NW_ORC 5-8(3375) | Junior_Nationals 17-24(3240) | SPBA_Midwest_ORC 9-16(2160)
